fund,category,proposal,overall_score,votes_cast,yes,no,result,meets_approval_threshold,requested,status,reason_for_not_funded_status,challenge,unnamed:_6,unnamed:_4,unnamed:_2,fund_depletion,requested_$,unnamed:_1,unnamed:_3,reason_for_not_approved_status,requested_ada,abstain,unnamed:_5,fund_size:,approve
Fund9,"Dapps, Products & Integrations",DADF - Disruptive Comm. Application,3.78,176,82249852,22734091,59515761,YES,,FUNDED,,,,,,2102978,100000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Driving Adoption via Travel D'Apps,4,139,78948337,20276915,58671422,YES,,FUNDED,,,,,,2032978,70000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Start Guide,4.09,146,76072307,17472405,58599902,YES,,FUNDED,,,,,,2023378,9600,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADATOMS Science & DeFi FREE Ed.,3.94,144,73458241,18469620,54988621,YES,,FUNDED,,,,,,2016378,7000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Courses & Education Crypto MKTPLACE,4.05,155,72988567,18575009,54413558,YES,,FUNDED,,,,,,1977278,39100,,,,,,,,
Fund9,"Dapps, Products & Integrations",RootsWallet - User Feedback Updates,4.87,404,74971831,20860356,54111475,YES,,FUNDED,,,,,,1969478,7800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mtidano: NFTrees 4 Erosion Control,3.89,151,73797144,19941236,53855908,YES,,FUNDED,,,,,,1944478,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Real Estate Rental Marketplace,4.26,173,83351029,31899494,51451535,YES,,FUNDED,,,,,,1909478,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",A standard for token verification,4.53,444,66423199,15861003,50562196,YES,,FUNDED,,,,,,1887478,22000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Community Cyber Security Support,3.33,141,76889471,26575443,50314028,YES,,FUNDED,,,,,,1767478,120000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano General Help Desk,3.62,137,69934677,20646537,49288140,YES,,FUNDED,,,,,,1765328,2150,,,,,,,,
Fund9,"Dapps, Products & Integrations",Buy food & make an impact,4.87,565,69580658,27665190,41915468,YES,,FUNDED,,,,,,1733828,31500,,,,,,,,
Fund9,"Dapps, Products & Integrations",RootsWallet - iPhone version,4.8,401,76291224,36144001,40147223,YES,,FUNDED,,,,,,1709828,24000,,,,,,,,
Fund9,"Dapps, Products & Integrations",WAL-CLI Issue Credential Protocol,4.73,243,55673612,17305005,38368607,YES,,FUNDED,,,,,,1699928,9900,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADABET.iO | Cardano Betting DApp,5,1312,185136942,147204031,37932911,YES,,FUNDED,,,,,,1574923,125005,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Forest - blocktree.asia,4.86,523,64207835,27727259,36480576,YES,,FUNDED,,,,,,1537123,37800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Adosia Marketplace Updates,4.47,312,54306291,18461169,35845122,YES,,FUNDED,,,,,,1362123,175000,,,,,,,,
Fund9,"Dapps, Products & Integrations",CardanoPress: ISPO Dashboard,4.15,272,41989445,7675193,34314252,YES,,FUNDED,,,,,,1352523,9600,,,,,,,,
Fund9,"Dapps, Products & Integrations",Proposals Mentors Marketplace - 2,4.87,376,54394983,24446949,29948034,YES,,FUNDED,,,,,,1315523,37000,,,,,,,,
Fund9,"Dapps, Products & Integrations",PRISM analytics platform,4.94,739,135666829,110036376,25630453,YES,,FUNDED,,,,,,1240223,75300,,,,,,,,
Fund9,"Dapps, Products & Integrations",PubWeave: Academic Publishing,4.94,782,158109638,134707980,23401658,YES,,FUNDED,,,,,,1025423,214800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Adosia Spaceprinter Lite,4.42,278,37775117,14650847,23124270,YES,,FUNDED,,,,,,975423,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mainline Evangelist dApp,2.86,180,73058846,51815583,21243263,YES,,FUNDED,,,,,,915423,60000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Tribal DIDs=Indigenous Sovereignty,4.93,541,129968107,109138003,20830104,YES,,FUNDED,,,,,,562623,352800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano NFT Gaming - Lovelace Saga!,4.05,237,64215034,44285116,19929918,YES,,FUNDED,,,,,,312623,250000,,,,,,,,
Fund9,"Dapps, Products & Integrations",TapTools: All-In-One Platform,4.63,561,120366570,101371101,18995469,YES,,FUNDED,,,,,,128223,184400,,,,,,,,
Fund9,"Dapps, Products & Integrations",PeakChain Uber on Cardano,4.42,246,49624385,31282431,18341954,YES,,NOT FUNDED,Over Budget,,,,,128223,294000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Employment Credentials on PRISM,4.44,248,35434066,17812120,17621946,YES,,FUNDED,,,,,,60791,67432,,,,,,,,
Fund9,"Dapps, Products & Integrations",DCOne Crypto,4.67,233,42315380,24702012,17613368,YES,,FUNDED,,,,,,30491,30300,,,,,,,,
Fund9,"Dapps, Products & Integrations",HONEYBEES ON BLOCKCHAIN,4.51,235,36892985,20851063,16041922,YES,,FUNDED,,,,,,7171,23320,,,,,,,,
Fund9,"Dapps, Products & Integrations",HAZELnet.io Community Integration,4.8,423,55246869,40606490,14640379,YES,,NOT FUNDED,Over Budget,,,,,7171,67425,,,,,,,,
Fund9,"Dapps, Products & Integrations",Atrium - The Center of Everything,3,303,92699485,78161069,14538416,YES,,NOT FUNDED,Over Budget,,,,,7171,375000,,,,,,,,
Fund9,"Dapps, Products & Integrations",VyFinance DEx and Bar,4.26,362,93221345,81824992,11396353,NO,,NOT FUNDED,Approval Threshold,,,,,7171,1673728,,,,,,,,
Fund9,"Dapps, Products & Integrations",ESG Reporting Mechanism,4.57,245,34362374,23293372,11069002,YES,,NOT FUNDED,Over Budget,,,,,7171,18020,,,,,,,,
Fund9,"Dapps, Products & Integrations",Parcel Delivery dApp [MVP only],4.72,296,45326788,34734461,10592327,YES,,NOT FUNDED,Over Budget,,,,,7171,22000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Open Source Wallet Messaging App,4.44,239,26403006,16063210,10339796,YES,,NOT FUNDED,Over Budget,,,,,7171,13250,,,,,,,,
Fund9,"Dapps, Products & Integrations",AEROS Universal AirMile BasedOn ADA,4.8,335,48230326,38129952,10100374,YES,,NOT FUNDED,Over Budget,,,,,7171,75000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Control your data - PRISM (extra),4.4,235,30969480,21442528,9526952,YES,,NOT FUNDED,Over Budget,,,,,7171,81500,,,,,,,,
Fund9,"Dapps, Products & Integrations",d-Cargo: Decentralized Cargo,4.47,181,28728827,19382858,9345969,YES,,NOT FUNDED,Over Budget,,,,,7171,9000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Returning Trust To Global Donations,4.51,230,32425650,23484155,8941495,YES,,NOT FUNDED,Over Budget,,,,,7171,84000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano & Catalyst data Web Embeds,4.73,325,39505242,30772228,8733014,YES,,NOT FUNDED,Over Budget,,,,,7171,14920,,,,,,,,
Fund9,"Dapps, Products & Integrations",Trading Tent: Multi-language,4.61,245,33114808,24414594,8700214,YES,,NOT FUNDED,Over Budget,,,,,7171,34000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Oxford crypto valley: Cardano house,4.53,225,34531331,25841507,8689824,YES,,NOT FUNDED,Over Budget,,,,,7171,98000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFTs go Mobile,4.09,308,36223367,27872008,8351359,YES,,NOT FUNDED,Over Budget,,,,,7171,80000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Launching Landano on Mainnet,4.79,495,119552745,111868111,7684634,NO,,NOT FUNDED,Approval Threshold,,,,,7171,236000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Battle Borgz P2E Game - Phase 2,4.62,273,43469487,35947944,7521543,YES,,NOT FUNDED,Over Budget,,,,,7171,31000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mehen: Fiat-backed Stablecoin USDM,4.38,379,38216763,30950243,7266520,YES,,NOT FUNDED,Over Budget,,,,,7171,193660,,,,,,,,
Fund9,"Dapps, Products & Integrations",Gamers DID - Trust Built by Gaming,4.51,233,25115489,17939420,7176069,YES,,NOT FUNDED,Over Budget,,,,,7171,34500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Supply chain transparency -FTs+NFTs,4.74,343,41963188,35304154,6659034,YES,,NOT FUNDED,Over Budget,,,,,7171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Poolpeek Stake Pool Pledge Tracker,4.43,209,24358346,18412392,5945954,YES,,FUNDED,,,,,,3171,4000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ANIMETA | Anime Museum Metaverse,5,953,154646357,148858133,5788224,NO,,NOT FUNDED,Approval Threshold,,,,,3171,111033,,,,,,,,
Fund9,"Dapps, Products & Integrations",Food Traceability by Cardano,4.67,314,40415680,34806254,5609426,YES,,NOT FUNDED,Over Budget,,,,,3171,35100,,,,,,,,
Fund9,"Dapps, Products & Integrations",SwarmLabs - Treasury Systems,4.93,608,109005221,104690227,4314994,NO,,NOT FUNDED,Approval Threshold,,,,,3171,66100,,,,,,,,
Fund9,"Dapps, Products & Integrations",Improved Staking & ADA derivatives,4.19,174,21944826,18260830,3683996,YES,,NOT FUNDED,Over Budget,,,,,3171,6400,,,,,,,,
Fund9,"Dapps, Products & Integrations",CardanoPress: NFT Gated Content,4.29,271,36541247,33383235,3158012,NO,,NOT FUNDED,Approval Threshold,,,,,3171,12000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Discord Community Manager,4.47,187,20362818,18030208,2332610,NO,,NOT FUNDED,Approval Threshold,,,,,3171,5625,,,,,,,,
Fund9,"Dapps, Products & Integrations",Bringing MMORPG Gaming to Cardano!,4.62,273,37223814,34926983,2296831,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Funding real world Businesses,4.8,378,42873942,41504156,1369786,NO,,NOT FUNDED,Approval Threshold,,,,,3171,42810,,,,,,,,
Fund9,"Dapps, Products & Integrations",JPG Create: Generate Art + Metadata,3.81,290,30005819,29105692,900127,NO,,NOT FUNDED,Approval Threshold,,,,,3171,140000,,,,,,,,
Fund9,"Dapps, Products & Integrations",EternalSwap - Perpetual Swaps dApp,4.38,476,89633272,89272472,360800,NO,,NOT FUNDED,Approval Threshold,,,,,3171,66800,,,,,,,,
Fund9,"Dapps, Products & Integrations",ProofSpace x Argus - IDs 4 NFTs,4.44,202,19878619,19867820,10799,NO,,NOT FUNDED,Approval Threshold,,,,,3171,37411,,,,,,,,
Fund9,"Dapps, Products & Integrations",DAPP FOR TECH REPAIR (REPAIR ME),4.8,332,39637439,40233562,-596123,NO,,NOT FUNDED,Approval Threshold,,,,,3171,45500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Environmental Oracle,4.67,303,40266901,41210184,-943283,NO,,NOT FUNDED,Approval Threshold,,,,,3171,138000,,,,,,,,
Fund9,"Dapps, Products & Integrations",The Open Source Cardano Lottery,4.48,222,31226655,32584457,-1357802,NO,,NOT FUNDED,Approval Threshold,,,,,3171,29750,,,,,,,,
Fund9,"Dapps, Products & Integrations",Small-Business Crypto Payments DApp,4.17,156,18216351,20242507,-2026156,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Profitable Product Integration,4.4,211,19733228,22131797,-2398569,NO,,NOT FUNDED,Approval Threshold,,,,,3171,63660,,,,,,,,
Fund9,"Dapps, Products & Integrations",Vcoincheck-Share(Knowledge) to earn,4.9,462,112372663,115250962,-2878299,NO,,NOT FUNDED,Approval Threshold,,,,,3171,52400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Proof of Impact NFTs for SPOs,4.51,208,18913847,22370476,-3456629,NO,,NOT FUNDED,Approval Threshold,,,,,3171,19850,,,,,,,,
Fund9,"Dapps, Products & Integrations",Stray Dogs Raising Adopt Platform,4.53,219,31949770,36282362,-4332592,NO,,NOT FUNDED,Approval Threshold,,,,,3171,47300,,,,,,,,
Fund9,"Dapps, Products & Integrations",PeakChain Fleet Management Platform,4.58,217,32761896,37537859,-4775963,NO,,NOT FUNDED,Approval Threshold,,,,,3171,85500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Info/ Mentorship Centre,4.33,176,14842730,19626720,-4783990,NO,,NOT FUNDED,Approval Threshold,,,,,3171,33000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Copper Seed Safe Token Plugin,4.33,163,15683236,20711880,-5028644,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Custom Jewelry NFT Certificates,4.62,225,30203772,35869581,-5665809,NO,,NOT FUNDED,Approval Threshold,,,,,3171,38802,,,,,,,,
Fund9,"Dapps, Products & Integrations",AdaQuest Brand Awareness campaign,4.59,225,20675341,26481022,-5805681,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Telegram Wallet upgrade,4.33,190,13066006,19125341,-6059335,NO,,NOT FUNDED,Approval Threshold,,,,,3171,17600,,,,,,,,
Fund9,"Dapps, Products & Integrations",MediKamRecord: DoctaApp,4.55,204,25668245,31873322,-6205077,NO,,NOT FUNDED,Approval Threshold,,,,,3171,27000,,,,,,,,
Fund9,"Dapps, Products & Integrations",KYC Registry Network,3.81,154,11069483,17412182,-6342699,NO,,NOT FUNDED,Approval Threshold,,,,,3171,33500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Be Love ❤️,3.87,148,12272140,18632347,-6360207,NO,,NOT FUNDED,Approval Threshold,,,,,3171,29500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Ubuntu Informal Biz Reg& Accounting,4.78,306,36339579,42721277,-6381698,NO,,NOT FUNDED,Approval Threshold,,,,,3171,89850,,,,,,,,
Fund9,"Dapps, Products & Integrations",Catalyst Governance Tooling,4.93,617,99261315,106026244,-6764929,NO,,NOT FUNDED,Approval Threshold,,,,,3171,97715,,,,,,,,
Fund9,"Dapps, Products & Integrations",Valuation & Tax Reporting Tool,4.07,167,14356231,21395128,-7038897,NO,,NOT FUNDED,Approval Threshold,,,,,3171,62400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Zero Citizen - Net Zero Rewards,4.26,160,25673913,32722954,-7049041,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40140,,,,,,,,
Fund9,"Dapps, Products & Integrations",Find your Way Route Optimizer App,4.38,228,22097981,29735861,-7637880,NO,,NOT FUNDED,Approval Threshold,,,,,3171,44900,,,,,,,,
Fund9,"Dapps, Products & Integrations",Interview Cardano=Know Our Builders,4.54,223,25708119,33547172,-7839053,NO,,NOT FUNDED,Approval Threshold,,,,,3171,11000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Unified Transport Payment Gateway,4.28,158,25075071,33025331,-7950260,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Erdős (An AirBnB Competitor),4.55,285,30019286,38219117,-8199831,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88100,,,,,,,,
Fund9,"Dapps, Products & Integrations",Catalyst Proposal Assistant [SDA],4.72,274,29514234,38132565,-8618331,NO,,NOT FUNDED,Approval Threshold,,,,,3171,13110,,,,,,,,
Fund9,"Dapps, Products & Integrations",Earthtrust decentralized validation,4.73,283,35184363,43907744,-8723381,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Crypto collateralized loans,3.79,163,9527595,18689736,-9162141,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Sustainable Ecosystem Hub,4.67,272,26344369,35512373,-9168004,NO,,NOT FUNDED,Approval Threshold,,,,,3171,14820,,,,,,,,
Fund9,"Dapps, Products & Integrations",Visio: Cardano NFT Analytics Tools,4.5,185,25251854,34423478,-9171624,NO,,NOT FUNDED,Approval Threshold,,,,,3171,47392,,,,,,,,
Fund9,"Dapps, Products & Integrations",CARDANO CLIMATHON,4.47,220,16217355,25875816,-9658461,NO,,NOT FUNDED,Approval Threshold,,,,,3171,19420,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mobile Multisig Live Asset Trading,4.47,177,8165576,17831194,-9665618,NO,,NOT FUNDED,Approval Threshold,,,,,3171,18000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Distributed Idea Management System,4.5,180,20619562,30765685,-10146123,NO,,NOT FUNDED,Approval Threshold,,,,,3171,12480,,,,,,,,
Fund9,"Dapps, Products & Integrations",Multi-sig Trading Audits & Security,4.5,204,18818802,29216709,-10397907,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFBooks: a Pan-African NFT library,4.61,222,28854017,39482138,-10628121,NO,,NOT FUNDED,Approval Threshold,,,,,3171,52000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mehen: Onboarding Assistance,3.14,241,12338814,23805180,-11466366,NO,,NOT FUNDED,Approval Threshold,,,,,3171,10000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Hotel booking on Cardano,4.83,678,94627968,106620855,-11992887,NO,,NOT FUNDED,Approval Threshold,,,,,3171,39150,,,,,,,,
Fund9,"Dapps, Products & Integrations",Project Catalyst... for Musicians,3.78,159,7122096,19230641,-12108545,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Learning Dynamic Models,4.58,202,23510793,35668796,-12158003,NO,,NOT FUNDED,Approval Threshold,,,,,3171,95100,,,,,,,,
Fund9,"Dapps, Products & Integrations",Crypto banking & Payment Processing,4.53,229,20169823,32975411,-12805588,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Proposers’ Hive,4.61,213,20667043,33679904,-13012861,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Pay&Rate Reputation System,3.9,130,4471180,17621305,-13150125,NO,,NOT FUNDED,Approval Threshold,,,,,3171,22800,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT 2.0 Platform (Dynamic NFT),4.58,221,26543612,39930171,-13386559,NO,,NOT FUNDED,Approval Threshold,,,,,3171,93000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Helps you keep ADA longer,3.95,150,4698836,18149830,-13450994,NO,,NOT FUNDED,Approval Threshold,,,,,3171,10500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Messaging Any Address,4,159,8617945,22085238,-13467293,NO,,NOT FUNDED,Approval Threshold,,,,,3171,96000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Event CryptoHouse of Commons Brazil,4,140,5364665,18959064,-13594399,NO,,NOT FUNDED,Approval Threshold,,,,,3171,24905,,,,,,,,
Fund9,"Dapps, Products & Integrations",Wallet Integration,4.36,194,8558083,22489614,-13931531,NO,,NOT FUNDED,Approval Threshold,,,,,3171,46000,,,,,,,,
Fund9,"Dapps, Products & Integrations",C4S-Cardano4Seniors-Animation,4.5,213,27527811,41670897,-14143086,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Dyor Better With Dexplore Analytics,3.52,124,7788241,22422036,-14633795,NO,,NOT FUNDED,Approval Threshold,,,,,3171,52000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Leveraging Cardano Assets,3.57,144,5816562,20829419,-15012857,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Broaden open source wallet options,4.29,164,17729030,32929296,-15200266,NO,,NOT FUNDED,Approval Threshold,,,,,3171,8000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Optim Finance - Liquidity Bonds,4.83,553,93043498,108272470,-15228972,NO,,NOT FUNDED,Approval Threshold,,,,,3171,121000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Anti-Phishing Chrome Extension,4.04,150,4440555,20358324,-15917769,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Stonerz Club + Integrations,3.48,159,10975868,27008606,-16032738,NO,,NOT FUNDED,Approval Threshold,,,,,3171,100000,,,,,,,,
Fund9,"Dapps, Products & Integrations",OUTGOING (Let's go places),3.8,127,3346804,19406258,-16059454,NO,,NOT FUNDED,Approval Threshold,,,,,3171,42380,,,,,,,,
Fund9,"Dapps, Products & Integrations",Typhon Wallet Mobile App,4.11,400,80952453,97176787,-16224334,NO,,NOT FUNDED,Approval Threshold,,,,,3171,245000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Amazon Cardano Store,3.43,134,3093079,19346249,-16253170,NO,,NOT FUNDED,Approval Threshold,,,,,3171,57000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Fluxus: NFT & Gaming Alliance,3.92,134,4035982,20401459,-16365477,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",P2E: Group Progression System,4.25,179,17228665,33801351,-16572686,NO,,NOT FUNDED,Approval Threshold,,,,,3171,63200,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT for DRC Fauna and Flora,3.95,141,3550322,20126941,-16576619,NO,,NOT FUNDED,Approval Threshold,,,,,3171,52000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Token Maker + GoFunNFT,3.94,162,8841556,25422912,-16581356,NO,,NOT FUNDED,Approval Threshold,,,,,3171,97800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Build-an-NFT Functionality!,4,136,3363384,20194691,-16831307,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADA to Mobile Money App,3.44,149,3166156,20165004,-16998848,NO,,NOT FUNDED,Approval Threshold,,,,,3171,44000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Open Vesting Tool - Unvest,3.83,131,3463112,20520107,-17056995,NO,,NOT FUNDED,Approval Threshold,,,,,3171,74420,,,,,,,,
Fund9,"Dapps, Products & Integrations",Atala PRISM DID,3.22,157,5685407,22760148,-17074741,NO,,NOT FUNDED,Approval Threshold,,,,,3171,28438,,,,,,,,
Fund9,"Dapps, Products & Integrations",Fractal Fuzion Integrations,3.5,145,3331114,20446526,-17115412,NO,,NOT FUNDED,Approval Threshold,,,,,3171,9420,,,,,,,,
Fund9,"Dapps, Products & Integrations",The DAM Marketplace,3.81,130,3158353,20754371,-17596018,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardax DEX Plutarch Code Audit,3.67,177,7532710,25294736,-17762026,NO,,NOT FUNDED,Approval Threshold,,,,,3171,96000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Search Engine on Cardano,3.56,171,4974136,23090635,-18116499,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano for Self-Care,4.11,146,3544730,21830583,-18285853,NO,,NOT FUNDED,Approval Threshold,,,,,3171,24500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Ancient Peoples DCCG Game,3.56,121,1759457,20155050,-18395593,NO,,NOT FUNDED,Approval Threshold,,,,,3171,29915,,,,,,,,
Fund9,"Dapps, Products & Integrations",Multichain multisig wallet,3.27,129,3164000,21615484,-18451484,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Fractionalized NFTs with Marlowe,3.52,147,3209822,21752613,-18542791,NO,,NOT FUNDED,Approval Threshold,,,,,3171,8000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Olympics–Shots promotion platform,3.52,122,1754693,20339727,-18585034,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Get incentivised for contributing,3.67,123,1495475,20116406,-18620931,NO,,NOT FUNDED,Approval Threshold,,,,,3171,39000,,,,,,,,
Fund9,"Dapps, Products & Integrations",OMIMIMO - The Pure Water Game,3.39,132,1922899,20606424,-18683525,NO,,NOT FUNDED,Approval Threshold,,,,,3171,19000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Monitoring tools for SPO,3.47,140,2186374,20872098,-18685724,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ZiberBugs Playable Prototype,3.6,151,3321798,22065428,-18743630,NO,,NOT FUNDED,Approval Threshold,,,,,3171,46080,,,,,,,,
Fund9,"Dapps, Products & Integrations",Get PAYDA,3.54,128,1642713,20567888,-18925175,NO,,NOT FUNDED,Approval Threshold,,,,,3171,12500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Littercoin: Mass Adoption,4,227,19911052,38844451,-18933399,NO,,NOT FUNDED,Approval Threshold,,,,,3171,420069,,,,,,,,
Fund9,"Dapps, Products & Integrations",Online Makerspace,3.5,121,1516991,20452762,-18935771,NO,,NOT FUNDED,Approval Threshold,,,,,3171,22500,,,,,,,,
Fund9,"Dapps, Products & Integrations",MY DIGITAL LIBRARY,3.61,129,1519140,20611281,-19092141,NO,,NOT FUNDED,Approval Threshold,,,,,3171,12500,,,,,,,,
Fund9,"Dapps, Products & Integrations",PillarWheel Studios Cardano Apps,3.29,121,1517993,20628983,-19110990,NO,,NOT FUNDED,Approval Threshold,,,,,3171,16100,,,,,,,,
Fund9,"Dapps, Products & Integrations",Your Mentor and Record Keeper,3.47,124,1471557,20619759,-19148202,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT renting(by Lending Pond),3.29,145,2788275,21949287,-19161012,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Flooftopia: NFT Interoperability,3.47,134,2253997,21459163,-19205166,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Asset Management ⛓💎,3.56,129,1778394,20986828,-19208434,NO,,NOT FUNDED,Approval Threshold,,,,,3171,20000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Inukshuk HealthDigital Identity,3.53,140,4735649,24076819,-19341170,NO,,NOT FUNDED,Approval Threshold,,,,,3171,57000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT BATTLE ROYAL GAME ON CARDANO,3.61,137,2282201,21744816,-19462615,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",System to manage patient care,3.22,130,1432187,21116385,-19684198,NO,,NOT FUNDED,Approval Threshold,,,,,3171,20000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Licensing Remixed Music On-Chain,4.38,185,5584820,25434010,-19849190,NO,,NOT FUNDED,Approval Threshold,,,,,3171,80000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Data Public API,3.52,139,1877701,21928876,-20051175,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",TokenPerkz: Unlockable Utility Hub,3.71,134,2353899,22439115,-20085216,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Liquidity-less peer to peer DEX,3.33,130,2154368,22290899,-20136531,NO,,NOT FUNDED,Approval Threshold,,,,,3171,68800,,,,,,,,
