fund,category,proposal,yes,no,votes_cast,requested amount,status,overall_score
Fund10,Atala PRISM Launch Ecosystem,[C2VN] Accelerate Atala PRISM learning and adoption in Universities,39632297,39417240,235,70160,NOT FUNDED,4.37
Fund10,Atala PRISM Launch Ecosystem,"ChatGPT Plugin fine tuned with Atala PRISM Documentation, OpenAPI Spec and W3C standards.",32360583,33344540,196,24000,NOT FUNDED,3
Fund10,Atala PRISM Launch Ecosystem,The Universal Mediator - Streamlining SSI Agents for Mass Adoption by RootsID,35889935,40384287,173,190400,NOT FUNDED,4.19
Fund10,Atala PRISM Launch Ecosystem,Empowering Blockchain Innovation at the University of British Columbia with Atala PRISM,29863479,36118587,174,30000,NOT FUNDED,4.34
Fund10,Atala PRISM Launch Ecosystem,Skills - AI Recommendation and Atala PRISM Authentication,23084869,29405310,193,83300,NOT FUNDED,4.67
Fund10,Atala PRISM Launch Ecosystem,Engaging Early Adopters: Incentivizing PRISM-based Educational Credentials for IT Professionals in Recruitment and Establishing a Governance Framework,24834507,31512343,176,116000,NOT FUNDED,4.46
Fund10,Atala PRISM Launch Ecosystem,Atala PRISM DID,26855918,34363089,168,28800.4,NOT FUNDED,2.58
Fund10,Atala PRISM Launch Ecosystem,DID PRISM + WEB5 by RootsID,24266254,33490951,164,53400,NOT FUNDED,4.26
Fund10,Atala PRISM Launch Ecosystem,Zero Knowledge Proof Of Competence,23941484,34146667,222,128000,NOT FUNDED,4.27
Fund10,Atala PRISM Launch Ecosystem,Launching Atala PRISM: A Billion-User Blueprint -> Land-Backed Credit Communities,38331997,48669663,223,299285.6,NOT FUNDED,4
Fund10,Atala PRISM Launch Ecosystem,"Add did:prism to Universal Resolver, Universal Registrar, and Godiddy.com",24402642,36321557,156,112400,NOT FUNDED,3.42
Fund10,Atala PRISM Launch Ecosystem,PRISM ecosystem website - the missing hub to digital identity on Cardano,15079419,27671745,185,46720,NOT FUNDED,4.47
Fund10,Atala PRISM Launch Ecosystem,Verified Creator Portfolio (VCP),21131643,33960543,156,98732.8,NOT FUNDED,3.87
Fund10,Atala PRISM Launch Ecosystem,Creating a more equitable and economically rewarding recruiting ecosystem for job seekers and employers,20108576,32963168,154,30000,NOT FUNDED,4.14
Fund10,Atala PRISM Launch Ecosystem,"Using a Decentralized Web Node (DWN) to implement an off-chain orchestration engine for long running, concurrent and asynchronous transactions, thus providing integration between Prism, Lace and Smart Contracts.",11242016,26192890,138,30000,NOT FUNDED,3.83
Fund10,Atala PRISM Launch Ecosystem,"Verifiable talent resume solution on UCTalent, Cardano talent platform",14218779,29701116,139,40000,NOT FUNDED,4.07
Fund10,Atala PRISM Launch Ecosystem,"Atala PRISM World Tour: Onboarding stakeholders through in person Web3 meetups, workshops, and events, aiding Digital Identifier comprehension, fostering adoption, and facilitating exploration of complex concepts",26185101,41912223,235,240000,NOT FUNDED,3.73
Fund10,Atala PRISM Launch Ecosystem,"[1] Atala PRISM & Learning Communities. Empowering Education by Integrating SSI, DID, and Soulbound Tokens for Transformative Credentialing in the Atala PRISM Ecosystem",11258339,28861409,148,18000,NOT FUNDED,4
Fund10,Atala PRISM Launch Ecosystem,Verified Credential API Access,14271613,32068423,165,30000,NOT FUNDED,4.05
Fund10,Atala PRISM Launch Ecosystem,"BLOCKTRUST Identity Wallet (PRISM) v1.0 for Browser, with Shared Features",39276369,57321204,283,180400,NOT FUNDED,4.69
Fund10,Atala PRISM Launch Ecosystem,BLOCKTRUST Credential workflow platform,34112656,52314391,170,128000,NOT FUNDED,3.87
Fund10,Atala PRISM Launch Ecosystem,PRISM MARKETING BLITZ - MARKETING CAMPAIGN FOR ATALA PRISM,13060832,31580536,162,19000,NOT FUNDED,3.93
Fund10,Atala PRISM Launch Ecosystem,Maternal Mortality Crisis - DoulaID: An identity solution bringing caring support for the most at-risk mothers,10544115,31864337,184,76000,NOT FUNDED,5
Fund10,Atala PRISM Launch Ecosystem,Digital Identity Verification Interface - ( Working prototype @ did.MintMatrix.io ),29505769,52126434,169,16000,NOT FUNDED,2.33
Fund10,Atala PRISM Launch Ecosystem,DIDs for DAOs: 1 person 1 vote Leveraging Atala PRISM SDK for Enhanced DID management on Agora,34650511,57645935,190,220000,NOT FUNDED,4
Fund10,Atala PRISM Launch Ecosystem,Integration of Atala Prism with Political Affiliation Systems,23236040,46744635,217,244688,NOT FUNDED,3.8
Fund10,Atala PRISM Launch Ecosystem,Creating Conditions for DeFi Success in California,21190482,44781253,227,300000,NOT FUNDED,3.35
Fund10,Atala PRISM Launch Ecosystem,Updatable Tokenised Credentials: DID Proof of Concept & Adoption Case Study,13695054,39042931,181,11000,NOT FUNDED,3.53
Fund10,Atala PRISM Launch Ecosystem,Cardano as one of default Verifiable Data Registries for Hyperledger Aries and CL Anoncreds,23356199,49172047,162,141876,NOT FUNDED,3.92
Fund10,Atala PRISM Launch Ecosystem,Landano: Decentralized Land Administration with Identity Management using Atala Prism,24026419,50641916,224,128000,NOT FUNDED,3.53
Fund10,Atala PRISM Launch Ecosystem,DLT360: Decentralized Digital Identity & SSI Application Catalogue for Business and Industry,8539547,35178674,175,40000,NOT FUNDED,4.47
Fund10,Atala PRISM Launch Ecosystem,RegenID - Bioregional Passport for Regenerative Land Stewards,8521717,36196394,167,120000,NOT FUNDED,3.92
Fund10,Atala PRISM Launch Ecosystem,Atala Prism and Self-Sovereign Identity: An Education and Transparency Platform,6005927,33988309,150,30000,NOT FUNDED,3.1
Fund10,Atala PRISM Launch Ecosystem,"Developing a Secure, Blockchain-Based Voting System",9155443,37266357,183,120000,NOT FUNDED,3.38
Fund10,Atala PRISM Launch Ecosystem,BLOCKTRUST Identity Wallet (PRISM) v1.0 for Android and iOS,24857595,54837776,211,98200,NOT FUNDED,4.13
Fund10,Atala PRISM Launch Ecosystem,Global Birth Certificate Issuance Processes: An Open Library and Reward Program,25211537,55512243,188,112800,NOT FUNDED,3.1
Fund10,Atala PRISM Launch Ecosystem,DLT360: cyberLEAN outreach - Connecting cybersecurity decision-makers with Cardano,7477124,39373387,168,108200,NOT FUNDED,3.86
Fund10,Atala PRISM Launch Ecosystem,"Localized YouTube Videos Series: Basics of Self-Sovereign Identity, Intro to Development, UI/UX. US English, French, Latin American Spanish, Portuguese Brazilian, Japanese, Korean and Simplified Chinese",21423659,58100436,186,40000,NOT FUNDED,3.82
Fund10,Atala PRISM Launch Ecosystem,SDG Impact Verification - ToIP Framework and Pilot,10797645,48797184,165,120000,NOT FUNDED,4.4
Fund10,Atala PRISM Launch Ecosystem,Cardano Ubuntu Informal Business Credit DApp - Atala Prism-Enabled Cooperative Smart Contracts Credit System,12514044,56475719,185,160326.4,NOT FUNDED,3.92
Fund10,Atala PRISM Launch Ecosystem,Opt-In AI Database to Protect Creator IP Rights,8904903,53339230,161,110000,NOT FUNDED,3.87
Fund10,Atala PRISM Launch Ecosystem,DCorps - Digital Companies Registry - Registering your Catalyst project on-chain,8811288,53525798,156,92552,NOT FUNDED,4.11
Fund10,Atala PRISM Launch Ecosystem,Establishment of a Governance Framework for VC/DID and SSI endorsed operators on Atala Prism,6572896,51326823,145,23033.2,NOT FUNDED,3.39
Fund10,Atala PRISM Launch Ecosystem,Decolonising financial compliance,16772540,62505028,282,321200,NOT FUNDED,4.11
Fund10,Atala PRISM Launch Ecosystem,FiDa - AML KYC Support,8051200,54577787,151,100000,NOT FUNDED,3.92
Fund10,Atala PRISM Launch Ecosystem,DLT360: Impact of the new EU Digital Identity Framework on Private Sector SSI Applications - Why this can no longer be ignored.,8860726,56208240,178,40000,NOT FUNDED,4.11
Fund10,Atala PRISM Launch Ecosystem,AcademiPRISM: Credential Verification with SSI on Cardano,33869854,106821396,362,112000,NOT FUNDED,4.33
Fund10,Atala PRISM Launch Ecosystem,The Web3 Digital Passport,28800268,122191038,258,179600,NOT FUNDED,4.45
Fund10,Atala PRISM Launch Ecosystem,AI-Assisted Pharmacies with Secure SSI Authentication,9854333,105972192,368,144000,NOT FUNDED,4.36
Fund10,Atala PRISM Launch Ecosystem,CareerPRISM: Harnessing Atala PRISM for Next-Gen Recruitment Solutions,18499701,168685554,601,112000,NOT FUNDED,4.03
Fund10,Atala PRISM Launch Ecosystem,Open Source Identity Wallet for Mobility and Transportation,42722967,274517412,759,360000,NOT FUNDED,3.8
Fund10,Atala PRISM Launch Ecosystem,Transforming CRM with Cardano: A Blockchain Approach to Customer Identity,4785450,240810678,611,100000,NOT FUNDED,3.66
Fund10,Atala PRISM Launch Ecosystem,eIDAS 2.0 EU Regulation Guideline,12909769,250528667,668,60000,NOT FUNDED,4.27
Fund10,Atala PRISM Launch Ecosystem,Advancing Taxi Booking Systems with SSI using Atala PRISM,21726088,265300911,722,180000,NOT FUNDED,3.55
Fund10,Atala PRISM Launch Ecosystem,Atala PRISM Integration for Secure Ridesharing,12183763,263813522,708,180000,NOT FUNDED,3.3
Fund10,Atala PRISM Launch Ecosystem,Enhancing Fleet Management: SSI Module Integration,6891499,258875553,673,80000,NOT FUNDED,3.81
Fund10,Atala PRISM Launch Ecosystem,SSI Integration for Car Sharing,6976630,265780621,706,180000,NOT FUNDED,3.36
Fund10,dRep improvement and onboarding,"Catalyst Explorer dRep module: Directory, Community, Draft Ballots",154612857,16136417,353,59200,FUNDED,4.52
Fund10,dRep improvement and onboarding,dRepWatch - A transparency web platform for dReps,165208823,31181564,390,100000,NOT FUNDED,4.5
Fund10,dRep improvement and onboarding,dRep Community Governance and Explorer,83152748,8737861,286,12800,FUNDED,4.56
Fund10,dRep improvement and onboarding,"dRep Recruitment, Training, and Ethical Code Development Workshops",108292602,41174389,263,50600,FUNDED,4.13
Fund10,dRep improvement and onboarding,"Platform: CIP-1694 DReps Transparency, Community Governance & Directory Site",83505966,26431232,285,39856.8,NOT FUNDED,4.33
Fund10,dRep improvement and onboarding,DReps LATAM - Brasil - Exploration & Community Sensing,95763897,43890840,259,19860.8,FUNDED,4.15
Fund10,dRep improvement and onboarding,Support for translation of DREP-related documents into Japanese & Vietnamese (500 pages),94616656,48607497,241,23016,NOT FUNDED,3.92
Fund10,dRep improvement and onboarding,"dRep TV Hub - to connect 100 dReps <=> thousands of Voters (available in English, Japanese and Vietnamese)",61655168,50485051,244,25016,NOT FUNDED,4.33
Fund10,dRep improvement and onboarding,A Decentralized Crowdfunding Platform for DRep and Governance Actions,35423857,31084473,298,30000,NOT FUNDED,4.73
Fund10,dRep improvement and onboarding,Concentrating informations about dReps,28486426,32751253,177,9200,NOT FUNDED,3.4
Fund10,dRep improvement and onboarding,Enhancing Decision Making: Delegate Representatives (dReps) and Community Voting Standards,35314414,41313932,201,88000,NOT FUNDED,4
Fund10,dRep improvement and onboarding,Research: Unique Pseudonymous Identification of DReps through Joint Content Creation,25756189,41668442,168,8000,NOT FUNDED,4
Fund10,dRep improvement and onboarding,Improving Catalyst Voting: Addressing Low Participation and Random Voting.,23848612,42565743,235,22000,NOT FUNDED,4.4
Fund10,dRep improvement and onboarding,Enhancing Cardano Adoption Through Targeted Industry Conferences and Speaking Engagements,25695887,46056331,194,17920,NOT FUNDED,4.11
Fund10,dRep improvement and onboarding,Cardano Community Metaverse Island in Fortnite Creative 2.0 (UEFN),31477481,52581402,197,28800,NOT FUNDED,3.84
Fund10,dRep improvement and onboarding,dRep Info Series,14877392,41728188,187,13200,NOT FUNDED,4.41
Fund10,dRep improvement and onboarding,Cardano Community Survey Organization,19335241,46792039,175,10400,NOT FUNDED,4.03
Fund10,dRep improvement and onboarding,Local DRep (GHANA) Participation Drive For Project Catalyst,19383870,47397928,173,20800,NOT FUNDED,4.3
Fund10,dRep improvement and onboarding,dRep Educational Summit - fostering community participation,19390260,49388822,180,6376,NOT FUNDED,3.83
Fund10,dRep improvement and onboarding,DRep Gov Jury Duty,17318262,52775814,206,6000,NOT FUNDED,3.46
Fund10,dRep improvement and onboarding,dRep interviews - Cryptotexty youtube channel,14228282,49813876,184,23988,NOT FUNDED,3.44
Fund10,dRep improvement and onboarding,dRep Interview Channel - This is a funded proposal in Fund 9. After receiving a lot of positive feedback from the community. We continue to work on this proposal in Fund 10,12305186,49202673,173,12672,NOT FUNDED,3.72
Fund10,dRep improvement and onboarding,Raising Awareness & Facilitating dRep Onboarding In Over 10 Countries.,10025955,49444461,185,11800,NOT FUNDED,4.09
Fund10,dRep improvement and onboarding,DREP MARKETING BLITZ - MARKETING CAMPAIGN FOR DREP PROGRAM ON CATALYST.,8372629,51237617,169,16000,NOT FUNDED,3.51
Fund10,Building on NMKR,Catalyst Completed Project NFTs,196546866,20995455,280,19920,FUNDED,4.24
Fund10,Building on NMKR,NEWM x Sick City - The Record Store Music Collectibles 2.0,177954020,57089620,360,42962.8,FUNDED,4.38
Fund10,Building on NMKR,NEWM x Nucast - Music Video Festival - Annual Recurring Event,166401273,60275762,346,24000,FUNDED,3.47
Fund10,Building on NMKR,NMKR Unity SDK,92528686,26433835,262,24000,FUNDED,4
Fund10,Building on NMKR,IoT NMKR integration [Open Source],64075303,15760893,256,10000,FUNDED,4.4
Fund10,Building on NMKR,Smart Places: Real-World Utility for Businesses with Location-Based NFT Incentives,95720290,47525383,268,36000,FUNDED,4.19
Fund10,Building on NMKR,Clarity <> NMKR: Governance Token Creation Integration,64968015,21280523,243,12000,NOT FUNDED,3.93
Fund10,Building on NMKR,ADAuctions - Run Cardano NFT auctions on your own WordPress website.,69403469,27697399,222,19040,NOT FUNDED,4.52
Fund10,Building on NMKR,Tokenized Research: Ensuring Data Integrity and Advancing the Cardano NFT Ecosystem through NMKR Studio API Integration,52586473,15580322,199,30000,NOT FUNDED,4.5
Fund10,Building on NMKR,SYNTH PE - Unlocking Access To A Massive Crypto Market with NMKR-UPI Payments Integration,50373235,18441568,218,19664,NOT FUNDED,4.13
Fund10,Building on NMKR,NFT Badge Collections to cerfity freelancers who delivered impacts to Cardano-Catalyst projects,73052972,42733672,245,17555.6,NOT FUNDED,3.91
Fund10,Building on NMKR,NMKR API powers an Open Source NFT Launchpad website Template,49656041,22820692,233,9600,NOT FUNDED,4.27
Fund10,Building on NMKR,"DirectEd- Funding Progress Tracker, Dynamic NFTs for Impact and Editable Metadata",55697029,30613362,203,14400,NOT FUNDED,4.33
Fund10,Building on NMKR,"Connect NMKR APIs to Unreal Engine games & game developers with a specific plugin, in game buttons, displays & NMKR themed Gallery & Shop to import into games & customize to match the game theme.",49388262,30480603,227,14280,NOT FUNDED,3.85
Fund10,Building on NMKR,Mobile NFT Games on IOS/ANDROID and PC,51039677,32579579,252,30000,NOT FUNDED,3.97
Fund10,Building on NMKR,VAULT3 plugin for NMKR Studio to enhance RealFi utility for Cardano native assets.,59494770,43044750,293,30000,NOT FUNDED,3.89
Fund10,Building on NMKR,Cardano GPS Adventures powered by NFT and CardanoBeam,37881731,34157200,193,19666.8,NOT FUNDED,4.04
Fund10,Building on NMKR,AdaTimeStamp is buidling the world's web3 museum on Cardano. Own a (NFT verified) moment in time and write your message into the immortal timeline. NMKR for minting and exploring IAGON for storage.,34485110,33919206,200,28000,NOT FUNDED,4.33
Fund10,Building on NMKR,GoTo - (POPP) Proof of Participation Platform,34845811,34643521,182,30000,NOT FUNDED,3.99
Fund10,Building on NMKR,Dex aggregator API to facilitate NFT minting and trading with most native and non native fungible assets,33703168,34911923,188,30000,NOT FUNDED,3.37
Fund10,Building on NMKR,aiArt Plugin,41704933,43101719,205,19600,NOT FUNDED,4.62
Fund10,Building on NMKR,Dropspot x NMKR Plugin / Integration,34175623,38135438,202,40000,NOT FUNDED,3.16
Fund10,Building on NMKR,Artboardz: Onboarding Artists And Merchants With NMKR,28932713,34903455,191,30000,NOT FUNDED,4.34
Fund10,Building on NMKR,Locally-Sourced Wada NFT Platform: Empowering African Artists through a Fair and Inclusive NFT Marketplace.,30024969,36833874,221,26000,NOT FUNDED,3.98
Fund10,Building on NMKR,ChainLobby - Marketplace aggregation & purchase API,24089744,33654273,200,22000,NOT FUNDED,4.01
Fund10,Building on NMKR,Automated Easy to use Token Launchpad with Optional Legal & Financial Review Processes incorporation,35599246,47285426,199,44000,NOT FUNDED,4.08
Fund10,Building on NMKR,"Igniting Creativity: The Incubus Project's Immersive NFT Collection, Captivating Graphic Novel, and Thrilling Metaverse Game",19366498,31181780,180,30000,NOT FUNDED,4.31
Fund10,Building on NMKR,dSAFARI - Zambia - Decentralized Tourism by local communities and artists who know the places you want to visit!,19362540,33125336,195,24000,NOT FUNDED,4.33
