Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,"Revolutionising Decentralized Governance: Empowering Communities Through the Catalyst Council System Praxis of Social Sciences,",Catalyst Systems Improvements: Discovery,https://projectcatalyst.io/funds/11/catalyst-systems-improvements-discovery/revolutionising-decentralized-governance-empowering-communities-through-the-catalyst-council-system-praxis-of-social-sciences,3.66,1119,94022718,53538010,0,94022718,YES,86879,FUNDED,9122,,Catalyst Systems Improvements D,ADA,114578,https://app.ideascaleapp.eu/t/UCNZfxU,53,38,24,71.70%,63.16%,3.91,3.52,3.55
Fund11,Revolutionising Education: Unleashing the Power of Web3 Education for a Brighter Tomorrow!,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/revolutionising-education-unleashing-the-power-of-web3-education-for-a-brighter-tomorrow,3.82,235,34438190,13866943,0,34438190,NO,140000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113700,https://app.ideascaleapp.eu/t/UCNZfi6,50,33,31,66.00%,93.94%,4.3,3.59,3.56
Fund11,REVOLUTIONIZE AND EMPOWER SPORTS AND ESPORTS WITH BLOCKCHAIN! BE A GAME CHANGER,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/revolutionize-and-empower-sports-and-esports-with-blockchain-be-a-game-changer,3.65,303,32795104,16374362,0,32795104,NO,50000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,110585,https://app.ideascaleapp.eu/t/UCNZes2,72,47,31,65.28%,65.96%,4.04,3.42,3.49
Fund11,Revolutionizing the Used Car Market: Eliminating Fraud and Adding Trusted Vehicle History with dNFTs,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/revolutionizing-the-used-car-market-eliminating-fraud-and-adding-trusted-vehicle-history-with-dnfts,3.6,355,42918277,20860047,0,42918277,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111235,https://app.ideascaleapp.eu/t/UCNZe3h,62,45,42,72.58%,93.33%,4.16,3.19,3.44
Fund11,Reward 2 learn (Revolutionise African Universities) We are the Airbnb for all African Universities,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/reward-2-learn-revolutionise-african-universities-we-are-the-airbnb-for-all-african-universities,3.72,311,24693968,19145008,0,24693968,NO,58000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111671,https://app.ideascaleapp.eu/t/UCNZfAq,52,35,29,67.31%,82.86%,3.86,3.67,3.62
Fund11,"Rewards Without Borders: A Web2 Compatible, Cross-Chain Digital Collectibles Loyalty Program on Cardano",Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/rewards-without-borders-a-web2-compatible-cross-chain-digital-collectibles-loyalty-program-on-cardano-21db8,3.46,269,35598020,25130416,0,35598020,NO,337000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,111861,https://app.ideascaleapp.eu/t/UCNZfDx,61,43,30,70.49%,69.77%,3.59,3.49,3.29
Fund11,Rookiez - Decentralized Motorcycle Racing Manager game,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/rookiez-decentralized-motorcycle-racing-manager-game,4.09,307,35010852,31002580,0,35010852,NO,225000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,111001,https://app.ideascaleapp.eu/t/UCNZezr,65,40,35,61.54%,87.50%,4.1,4.2,3.98
Fund11,RootsID production-ready GLEIF witness on Cardano,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/rootsid-production-ready-gleif-witness-on-cardano-9328d,4.13,255,44762493,27145940,0,44762493,NO,146100,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112411,https://app.ideascaleapp.eu/t/UCNZfMy,45,29,27,64.44%,93.10%,4.27,4.17,3.94
Fund11,Rust library for easy off-chain transaction building,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/rust-library-for-easy-off-chain-transaction-building,3.83,396,87354322,15683346,0,87354322,YES,32500,FUNDED,4674299,,Cardano Open Developers,ADA,112172,https://app.ideascaleapp.eu/t/UCNZfI3,56,36,33,64.29%,91.67%,3.94,3.76,3.8
Fund11,Rust SDK for CardanoBI API,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/rust-sdk-for-cardanobi-api,4.16,387,113771069,6423688,0,113771069,YES,19950,FUNDED,6064581,,Cardano Open Developers,ADA,114479,https://app.ideascaleapp.eu/t/UCNZfvs,43,32,29,74.42%,90.63%,4.17,4.12,4.19
Fund11,"Rythmeet: A complete P2P music platform for networking, practicing and learning music",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/rythmeet-a-complete-p2p-music-platform-for-networking-practicing-and-learning-music,3.43,279,20384632,20758922,0,20384632,NO,60000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112604,https://app.ideascaleapp.eu/t/UCNZfP8,39,26,25,66.67%,96.15%,3.74,3.31,3.25
Fund11,S3PBL: Practical learning opportunities for governance and decision-making,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/s3pbl-practical-learning-opportunities-for-governance-and-decision-making,4.12,216,27259862,13422012,0,27259862,NO,125000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112994,https://app.ideascaleapp.eu/t/UCNZfWW,45,30,29,66.67%,96.67%,4.31,4.2,3.86
Fund11,Safe Tracking: Ensuring Access to Prescription Medications.,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/safe-tracking-ensuring-access-to-prescription-medications,3.81,326,33150535,15680538,0,33150535,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113976,https://app.ideascaleapp.eu/t/UCNZfnd,58,46,44,79.31%,95.65%,3.91,3.79,3.72
Fund11,SafeRoute: Securing Supply Routes with Cardano Digital Identity,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/saferoute-securing-supply-routes-with-cardano-digital-identity,4.04,327,37621035,16575494,0,37621035,NO,95000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113332,https://app.ideascaleapp.eu/t/UCNZfc4,53,42,38,79.25%,90.48%,4.11,4.1,3.92
Fund11,Scalus - multiplatform Scala implementation of Cardano Plutus,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/scalus-multiplatform-scala-implementation-of-cardano-plutus-05800,3.92,397,85018006,9378682,0,85018006,YES,200000,FUNDED,4274299,,Cardano Open Developers,ADA,112174,https://app.ideascaleapp.eu/t/UCNZfI5,56,42,39,75.00%,92.86%,4.15,3.76,3.84
Fund11,Scam School: An insightful comic series to help avoid scams,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/scam-school-an-insightful-comic-series-to-help-avoid-scams,4.1,237,25447299,14760844,0,25447299,NO,30000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112075,https://app.ideascaleapp.eu/t/UCNZfHS,60,44,39,73.33%,88.64%,4.45,3.92,3.94
Fund11,Secure Wallet Decentralized Seed Phrase Recovery Manager.,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/secure-wallet-decentralized-seed-phrase-recovery-manager,4.23,299,33179955,27185680,0,33179955,NO,196375,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114261,https://app.ideascaleapp.eu/t/UCNZfsI,56,34,33,60.71%,97.06%,4.35,4.25,4.1
Fund11,Security Oracles - a new approach to active Smart Contracts security,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/security-oracles-a-new-approach-to-active-smart-contracts-security,4.29,546,85751916,11005233,0,85751916,YES,97000,FUNDED,5416454,,Cardano Use Cases Concept,ADA,113311,https://app.ideascaleapp.eu/t/UCNZfcj,57,40,30,70.18%,75.00%,4.46,4.25,4.17
Fund11,Seed phrase backup using Yubikeys,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/seed-phrase-backup-using-yubikeys,3.55,337,43372708,36156094,0,43372708,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114348,https://app.ideascaleapp.eu/t/UCNZftj,47,39,38,82.98%,97.44%,3.74,3.58,3.34
Fund11,"""SeguraSafeSwap: Pioneering DeFi on Cardano""",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/segurasafeswap-pioneering-defi-on-cardano,3.44,289,29676988,14079721,0,29676988,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112569,https://app.ideascaleapp.eu/t/UCNZfPY,46,26,26,56.52%,100.00%,3.58,3.19,3.54
Fund11,"Self-Service NFT Ticketing, Gamification and Event Analytics",Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/self-service-nft-ticketing-gamification-and-event-analytics,3.94,289,26857200,18441119,0,26857200,NO,123506,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,110091,https://app.ideascaleapp.eu/t/UCNZekw,103,75,37,72.82%,49.33%,4.07,3.93,3.81
Fund11,Serpentine: A dApp Friendly Alternative To Hydra,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/serpentine-a-dapp-friendly-alternative-to-hydra,3.26,418,71183474,26151617,0,71183474,YES,100000,FUNDED,4556954,,Cardano Use Cases Concept,ADA,110751,https://app.ideascaleapp.eu/t/UCNZevl,59,38,30,64.41%,78.95%,3.42,3.1,3.26
Fund11,Servitization-Blockchain Accelerator: Revolutionizing Business Models,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/servitization-blockchain-accelerator-revolutionizing-business-models-acf9d,3.49,192,19205526,20852560,0,19205526,NO,150000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111664,https://app.ideascaleapp.eu/t/UCNZfAj,57,38,37,66.67%,97.37%,3.63,3.45,3.39
Fund11,SHIBUYA FES (428FES) Cardano Conference & CNFT Art Exhibition,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/shibuya-fes-428fes-cardano-conference-and-cnft-art-exhibition,4.1,314,145018876,22101835,0,145018876,YES,73730,FUNDED,9338937,,Cardano Open Ecosystem,ADA,114569,https://app.ideascaleapp.eu/t/UCNZfxL,69,49,38,71.01%,77.55%,4.24,4.22,3.84
Fund11,SHREDDAZ: CNFTs & Mobile Game for Jamaica's Skateboarding Community & their OLYMPIC Journey to Paris!,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/shreddaz-cnfts-and-mobile-game-for-jamaicas-skateboarding-community-and-their-olympic-journey-to-paris,2.68,246,17227062,31698465,0,17227062,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112295,https://app.ideascaleapp.eu/t/UCNZfK4,46,32,31,69.57%,96.88%,2.81,2.55,2.68
Fund11,Shrine Stamp NFT with sustainable system in Tokushima Japan,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/shrine-stamp-nft-with-sustainable-system-in-tokushima-japan,3.67,369,127064417,66295256,0,127064417,YES,235000,FUNDED,1247529,,Cardano Use Cases Solution,ADA,112547,https://app.ideascaleapp.eu/t/UCNZfPC,42,28,27,66.67%,96.43%,3.96,3.5,3.55
Fund11,SIDAN | Waffle - Hong Kong Cardano Community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/sidan-or-waffle-hong-kong-cardano-community,3.97,284,58320483,17674023,0,58320483,YES,200000,FUNDED,4438934,,Cardano Open Ecosystem,ADA,114529,https://app.ideascaleapp.eu/t/UCNZfwh,73,51,37,69.86%,72.55%,4.17,4.02,3.73
Fund11,Simple Web3 Monetization of Web2 Media,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/simple-web3-monetization-of-web2-media,3.45,257,39470530,16440724,0,39470530,NO,192523,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,110339,https://app.ideascaleapp.eu/t/UCNZeo0,68,48,33,70.59%,68.75%,3.52,3.44,3.39
Fund11,Skin in the Game and Agency Theory,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/skin-in-the-game-and-agency-theory-c4fb7,3.94,202,23395820,15385632,0,23395820,NO,40400,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112463,https://app.ideascaleapp.eu/t/UCNZfNp,59,44,42,74.58%,95.45%,3.9,4.13,3.78
Fund11,SkyBrain Neurotech: Revolutionizing Human Experience with Advanced Neurotechnology,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/skybrain-neurotech-revolutionizing-human-experience-with-advanced-neurotechnology,3.89,234,38832503,15502467,0,38832503,NO,210000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113016,https://app.ideascaleapp.eu/t/UCNZfWt,50,35,31,70.00%,88.57%,4.05,3.82,3.79
Fund11,SlapVentures: Cardano-based Gaming Saloon,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/slapventures-cardano-based-gaming-saloon,4.11,275,23728399,23939395,0,23728399,NO,286250,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112383,https://app.ideascaleapp.eu/t/UCNZfMV,52,36,35,69.23%,97.22%,4.11,4.23,3.98
Fund11,Smart Contract based On-chain Random Number Generation (RNG) Library,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/smart-contract-based-on-chain-random-number-generation-rng-library,4.34,415,143372526,13225823,0,143372526,YES,80000,FUNDED,7492088,,Cardano Open Developers,ADA,114095,https://app.ideascaleapp.eu/t/UCNZfpa,55,37,34,67.27%,91.89%,4.45,4.3,4.28
Fund11,Smart Pack: parcels damage verification system on Cardano.,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/smart-pack-parcels-damage-verification-system-on-cardano,3.72,322,45396691,16031826,0,45396691,YES,100000,FUNDED,947140,,Cardano Use Cases Concept,ADA,111253,https://app.ideascaleapp.eu/t/UCNZe3z,56,35,33,62.50%,94.29%,3.98,3.63,3.56
Fund11,SmartContract Custodian for Junk Native Tokens - Freeing your wallet's locked UTXO,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/smartcontract-custodian-for-junk-native-tokens-freeing-your-wallets-locked-utxo,3.65,341,33160223,23656821,0,33160223,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,110350,https://app.ideascaleapp.eu/t/UCNZepB,86,50,26,58.14%,52.00%,4.03,3.55,3.37
Fund11,Smash House - Onboarding to Cardano through Creative Anger Relief,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/smash-house-onboarding-to-cardano-through-creative-anger-relief,3.15,285,24415172,22954558,0,24415172,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111836,https://app.ideascaleapp.eu/t/UCNZfDX,46,31,28,67.39%,90.32%,3.41,3.12,2.92
Fund11,Smat - Bridging the gap between wealth management and crypto,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/smat-bridging-the-gap-between-wealth-management-and-crypto,3.43,307,36745114,19986038,0,36745114,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113373,https://app.ideascaleapp.eu/t/UCNZfdk,50,30,28,60.00%,93.33%,3.53,3.53,3.24
Fund11,Smooth Onboarding and Migration Support to Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/smooth-onboarding-and-migration-support-to-cardano,2.57,285,23773211,28663145,0,23773211,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111970,https://app.ideascaleapp.eu/t/UCNZfFk,56,38,35,67.86%,92.11%,3.06,2.34,2.32
Fund11,Snek Energy - Food Truck Partnership Program,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/snek-energy-food-truck-partnership-program,3.2,289,28403579,22173254,0,28403579,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114178,https://app.ideascaleapp.eu/t/UCNZfqw,63,49,45,77.78%,91.84%,3.54,3.15,2.9
Fund11,"So, you didn't get funded. Now What?",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/so-you-didnt-get-funded-now-what,3.84,209,90078547,13970295,0,90078547,YES,93000,FUNDED,7227935,,Cardano Open Ecosystem,ADA,113481,https://app.ideascaleapp.eu/t/UCNZffV,55,40,40,72.73%,100.00%,3.95,3.93,3.63
Fund11,Sociocratic DReps : A representation framework for Democratic Pluralism,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/sociocratic-dreps-a-representation-framework-for-democratic-pluralism,3.63,261,48046545,16314250,0,48046545,YES,193400,FUNDED,2233777,,Cardano Open Ecosystem,ADA,113491,https://app.ideascaleapp.eu/t/UCNZffg,49,36,33,73.47%,91.67%,3.93,3.7,3.27
Fund11,Soulbound Tokens,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/soulbound-tokens,4.17,453,74558401,22656906,0,74558401,YES,100000,FUNDED,4834954,,Cardano Use Cases Concept,ADA,110101,https://app.ideascaleapp.eu/t/UCNZek6,108,69,32,63.89%,46.38%,4.31,4.22,3.98
Fund11,SoundRig is an Innovative Music Experience Platform - Onboarding and Empowering Global Music Artists,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/soundrig-is-an-innovative-music-experience-platform-onboarding-and-empowering-global-music-artists,4.11,365,36789372,22139386,0,36789372,NO,490000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,113591,https://app.ideascaleapp.eu/t/UCNZfhJ,55,37,35,67.27%,94.59%,4.41,4.23,3.69
Fund11,SpeedThrone - pioneering Cardano adoption through free accessible E-sport gaming,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/speedthrone-pioneering-cardano-adoption-through-free-accessible-e-sport-gaming,4.07,243,32700962,17367625,0,32700962,NO,160000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113990,https://app.ideascaleapp.eu/t/UCNZfnr,51,38,36,74.51%,94.74%,4.14,4.03,4.03
Fund11,SPO 4 Life,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/spo-4-life-29062,3.24,292,19790661,21659991,0,19790661,NO,63020,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112949,https://app.ideascaleapp.eu/t/UCNZfVn,52,39,37,75.00%,94.87%,3.45,3.2,3.07
Fund11,SPO Health Monitor,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/spo-health-monitor,4.14,355,47642439,25672494,0,47642439,YES,199400,NOT FUNDED,8153,Over Budget,Cardano Open Developers,ADA,114089,https://app.ideascaleapp.eu/t/UCNZfpT,43,31,29,72.09%,93.55%,4.42,4.2,3.81
Fund11,SPO Workshop in Indonesia Communities,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/spo-workshop-in-indonesia-communities,3.88,203,26948164,9561513,0,26948164,NO,15372,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110166,https://app.ideascaleapp.eu/t/UCNZemA,88,63,42,71.59%,66.67%,3.97,3.93,3.73
Fund11,Stake ADA Agora Effect,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/stake-ada-agora-effect,4.05,340,34929780,19801735,0,34929780,NO,83750,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,113308,https://app.ideascaleapp.eu/t/UCNZfcg,47,29,27,61.70%,93.10%,4.03,4.18,3.95
Fund11,Stakepool Uptime Monitoring and Health-Check Portal,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/stakepool-uptime-monitoring-and-health-check-portal-53c83,3.6,339,57999971,31345161,0,57999971,YES,249000,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,114509,https://app.ideascaleapp.eu/t/UCNZfwM,66,47,40,71.21%,85.11%,4.13,3.45,3.23
Fund11,Staking Basket Ecosystem - Explorer for multi-delegation portfolios,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/staking-basket-ecosystem-explorer-for-multi-delegation-portfolios,3.42,458,170044585,34941805,0,170044585,YES,300000,FUNDED,4409054,,Cardano Use Cases Solution,ADA,113432,https://app.ideascaleapp.eu/t/UCNZfei,55,41,38,74.55%,92.68%,3.84,3.33,3.09
Fund11,Staking Basket Multi-Delegation Contract Open-Source,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/staking-basket-multi-delegation-contract-open-source,3.75,454,172923498,17262691,0,172923498,YES,199999,FUNDED,8593520,,Cardano Open Developers,ADA,113444,https://app.ideascaleapp.eu/t/UCNZfeu,53,40,38,75.47%,95.00%,4.22,3.62,3.41
Fund11,Stargazer: DeFi Yield Optimizer for Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/stargazer-defi-yield-optimizer-for-cardano-7d9b6,3.83,370,50426086,19700700,0,50426086,YES,100000,FUNDED,1949893,,Cardano Use Cases Concept,ADA,113402,https://app.ideascaleapp.eu/t/UCNZfeD,51,29,27,56.86%,93.10%,4.24,3.77,3.49
Fund11,Start Building a Browser-based Web3 Rhythm Game,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/start-building-a-browser-based-web3-rhythm-game,2.78,311,22191122,26281758,0,22191122,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113812,https://app.ideascaleapp.eu/t/UCNZfkw,48,37,36,77.08%,97.30%,2.91,2.8,2.64
Fund11,State of the DAO | Embedding Cardano in the New World Paradigm,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/state-of-the-dao-or-embedding-cardano-in-the-new-world-paradigm,3.9,223,21365612,20946936,0,21365612,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113810,https://app.ideascaleapp.eu/t/UCNZfku,45,26,25,57.78%,96.15%,4.07,3.94,3.69
Fund11,State-of-mind as a service (SoMaaS): Ledgered Neuro-profiles on Cardanov,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/state-of-mind-as-a-service-somaas-ledgered-neuro-profiles-on-cardanov,3.92,243,23196241,23255202,0,23196241,NO,295000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112716,https://app.ideascaleapp.eu/t/UCNZfRy,43,32,31,74.42%,96.88%,3.81,4.41,3.55
Fund11,STELLAR HOOD Educational Game | Improved Accessibility,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/stellar-hood-educational-game-or-improved-accessibility,3.51,285,22527071,20692162,0,22527071,NO,53000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,114555,https://app.ideascaleapp.eu/t/UCNZfw7,65,50,36,76.92%,72.00%,3.79,3.49,3.26
Fund11,Step into the Future with WALKERS: Pioneering GameFi 'Walk2Earn' app on Cardano (2nd phase) - gamification and drive mass adoption! Experience the Next Level!,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/step-into-the-future-with-walkers-pioneering-gamefi-walk2earn-app-on-cardano-2nd-phase-gamification-and-drive-mass-adoption-experience-the-next-level,3.96,323,32546832,24883654,0,32546832,NO,408892,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,114553,https://app.ideascaleapp.eu/t/UCNZfw5,48,30,30,62.50%,100.00%,4.27,3.87,3.73
Fund11,Streaming API for CardanoBI,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/streaming-api-for-cardanobi,4.02,293,43599124,15213722,0,43599124,NO,84000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,114544,https://app.ideascaleapp.eu/t/UCNZfww,66,47,39,71.21%,82.98%,3.94,3.96,4.17
Fund11,Study Control System for Universities: Diplom₳D₳,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/study-control-system-for-universities-diplomaustraldaustral,3.98,321,76706424,11267714,0,76706424,YES,99000,FUNDED,5134954,,Cardano Use Cases Concept,ADA,111432,https://app.ideascaleapp.eu/t/UCNZe6v,55,38,34,69.09%,89.47%,4.14,3.88,3.92
Fund11,"Summon Platform Expansion: Free Services for SPOs, DReps",Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/summon-platform-expansion-free-services-for-spos-dreps,4.13,399,57741586,24546459,0,57741586,YES,375000,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,113922,https://app.ideascaleapp.eu/t/UCNZfmk,66,50,47,75.76%,94.00%,4.34,4.15,3.9
Fund11,Summon Platform V2 Redesign & Open Source Front-end,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/summon-platform-v2-redesign-and-open-source-front-end,4.2,439,145085320,25670671,0,145085320,YES,575000,NOT FUNDED,96529,Over Budget,Cardano Use Cases Product,ADA,113899,https://app.ideascaleapp.eu/t/UCNZfmM,56,42,37,75.00%,88.10%,4.45,4.3,3.85
Fund11,"Summon: Cardano DAO Development Materials, Meetups, and Workshops",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/summon-cardano-dao-development-materials-meetups-and-workshops,3.87,285,41640295,18283104,0,41640295,NO,145000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113972,https://app.ideascaleapp.eu/t/UCNZfnY,46,36,34,78.26%,94.44%,3.82,4.15,3.64
Fund11,Summon: Web3Auth open-source code for easy login to Cardano DApps,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/summon-web3auth-open-source-code-for-easy-login-to-cardano-dapps,4.2,428,94376802,13087164,0,94376802,YES,145000,FUNDED,5446724,,Cardano Open Developers,ADA,113944,https://app.ideascaleapp.eu/t/UCNZfm6,47,37,34,78.72%,91.89%,4.44,4.32,3.85
Fund11,Sundae Labs Comprehensive Specification Development for Gummiworm Protocol on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/sundae-labs-comprehensive-specification-development-for-gummiworm-protocol-on-cardano,3.71,763,224089150,20353505,0,224089150,YES,100000,FUNDED,7400000,,Cardano Use Cases Concept,ADA,113760,https://app.ideascaleapp.eu/t/UCNZfj5,44,24,23,54.55%,95.83%,3.86,3.62,3.65
