Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,Cardano Codec add support for Chang HF,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-codec-add-support-for-chang-hf,3.94,336,86505468,46156670,0,86505468,ADA,YES,90000,FUNDED,580543,,Cardano Open Developers,123027,https://app.ideascaleapp.eu/t/UCNZiD0,111,66,66,59.46%,100.00%,4.08,4.06,3.67
Fund12,Cardano Companion: BlockChat - Global Artificial Intelligent Assistant for Seamless Universal Cardano Support,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/cardano-companion-blockchat-global-artificial-intelligent-assistant-for-seamless-universal-cardano-support,4.16,192,27983865,39858698,0,27983865,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,118885,https://app.ideascaleapp.eu/t/UCNZg66,153,96,72,62.75%,75.00%,4.26,4.15,4.06
Fund12,Cardano Connect Indonesia: A new initiatives by Komunitas Cardano Indonesia,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-connect-indonesia-a-new-initiatives-by-komunitas-cardano-indonesia,3.92,171,16612397,41533956,0,16612397,ADA,NO,16888,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120413,https://app.ideascaleapp.eu/t/UCNZhV9,112,80,80,71.43%,100.00%,3.96,3.88,3.93
Fund12,Cardano Connects: Cardano Meet-Ups in the Heart of the Caribbean and Central America,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-connects-cardano-meet-ups-in-the-heart-of-the-caribbean-and-central-america,3.51,156,15553456,52516161,0,15553456,ADA,NO,80000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120210,https://app.ideascaleapp.eu/t/UCNZhSp,116,72,69,62.07%,95.83%,3.85,3.41,3.27
Fund12,"Cardano Content with C3, Argentina's most active community",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-content-with-c3-argentinas-most-active-community,3.87,187,18587962,45927171,0,18587962,ADA,NO,25940,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122791,https://app.ideascaleapp.eu/t/UCNZh98,111,71,70,63.96%,98.59%,4.12,3.78,3.71
Fund12,Cardano Contract Explorer,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-contract-explorer,4.25,369,50666534,40366056,0,50666534,ADA,YES,194086,NOT FUNDED,743,Over Budget,Cardano Open Developers,119875,https://app.ideascaleapp.eu/t/UCNZhNK,113,68,65,60.18%,95.59%,4.28,4.3,4.18
Fund12,"Cardano Credentials: Make skills visible, impactful and usable",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-credentials-make-skills-visible-impactful-and-usable,3.94,174,37818368,32880553,0,37818368,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123474,https://app.ideascaleapp.eu/t/UCNZiLK,103,62,56,60.19%,90.32%,4.1,4.03,3.69
Fund12,Cardano Cross-Chain Interoperability Protocol Integration,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-cross-chain-interoperability-protocol-integration,4.25,427,72026953,37806827,0,72026953,ADA,YES,185570,NOT FUNDED,743,Over Budget,Cardano Open Developers,120610,https://app.ideascaleapp.eu/t/UCNZhaN,96,62,62,64.58%,100.00%,4.48,4.24,4.02
Fund12,Cardano Cube - Content Creator HUB (Centralized Cardano Content),Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/cardano-cube-content-creator-hub-centralized-cardano-content,3.85,276,46472028,49258564,0,46472028,ADA,YES,255000,NOT FUNDED,10306,Over Budget,Cardano Use Cases Product,123231,https://app.ideascaleapp.eu/t/UCNZiHL,109,70,68,64.22%,97.14%,4.02,4.05,3.48
Fund12,Cardano Cube - Easy Onboarding (Getting started on Cardano),Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/cardano-cube-easy-onboarding-getting-started-on-cardano,4.07,312,43688012,47349105,0,43688012,ADA,NO,214000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,120146,https://app.ideascaleapp.eu/t/UCNZhRm,143,89,71,62.24%,79.78%,4.12,4.25,3.84
Fund12,Cardano Cube Studios - Marketing & Media,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-cube-studios-marketing-and-media,3.87,249,41359087,45104307,0,41359087,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120700,https://app.ideascaleapp.eu/t/UCNZhbr,112,70,68,62.50%,97.14%,4.01,3.89,3.71
Fund12,Cardano Culinary (Blockchain-Enabled Recipes),Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/cardano-culinary-blockchain-enabled-recipes,4.00,161,19637185,46905179,0,19637185,ADA,NO,250000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,119143,https://app.ideascaleapp.eu/t/UCNZhBK,144,86,63,59.72%,73.26%,4.05,4.15,3.79
Fund12,Cardano DAO Governance Dashboard: Voting & Treasury,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-dao-governance-dashboard-voting-and-treasury,4.31,502,112385971,50473737,0,112385971,ADA,YES,112000,FUNDED,4826319,,Cardano Open Developers,123107,https://app.ideascaleapp.eu/t/UCNZiFJ,113,69,68,61.06%,98.55%,4.53,4.18,4.22
Fund12,Cardano Decentralized Finance (DeFi) Courses by Cryptofluency,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-decentralized-finance-defi-courses-by-cryptofluency,4.04,178,28247133,47410610,0,28247133,ADA,NO,75000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122115,https://app.ideascaleapp.eu/t/UCNZhy3,111,70,69,63.06%,98.57%,4.43,3.9,3.8
Fund12,Cardano Dedicated Storage: Expanding Storage Possibilities with IPFS and Arweave,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/cardano-dedicated-storage-expanding-storage-possibilities-with-ipfs-and-arweave,3.22,149,14293608,44901151,0,14293608,ADA,NO,43068,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121642,https://app.ideascaleapp.eu/t/UCNZhrI,105,65,65,61.90%,100.00%,3.42,3.22,3.03
Fund12,Cardano DeFi Innovation: AMM-based Lending/Borrowing Protocol,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/cardano-defi-innovation-amm-based-lendingborrowing-protocol,3.86,155,22497525,114348812,0,22497525,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121426,https://app.ideascaleapp.eu/t/UCNZhnl,106,74,73,69.81%,98.65%,3.82,3.75,4.01
Fund12,Cardano depin example,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-depin-example,3.87,243,27371854,36040424,0,27371854,ADA,NO,22000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,123525,https://app.ideascaleapp.eu/t/UCNZiMA,121,84,76,69.42%,90.48%,4.08,3.79,3.74
Fund12,Cardano Dessert Haven: A New Wave in Café Culture,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/cardano-dessert-haven-a-new-wave-in-cafe-culture,2.63,292,28199838,62275285,0,28199838,ADA,NO,420000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,121909,https://app.ideascaleapp.eu/t/UCNZhvg,100,65,64,65.00%,98.46%,2.89,2.51,2.5
Fund12,Cardano Dev Assistant: An AI-Powered VS Code Extension,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-dev-assistant-an-ai-powered-vs-code-extension,4.34,320,64662498,33638369,0,64662498,ADA,YES,94700,NOT FUNDED,743,Over Budget,Cardano Open Developers,123336,https://app.ideascaleapp.eu/t/UCNZiI4,92,58,57,63.04%,98.28%,4.37,4.44,4.21
Fund12,Cardano Dev Toolset - A Swiss Army knife for Cardano Developers,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-dev-toolset-a-swiss-army-knife-for-cardano-developers,4.02,308,27547203,41502203,0,27547203,ADA,NO,144200,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,122793,https://app.ideascaleapp.eu/t/UCNZiAA,112,72,71,64.29%,98.61%,4.16,3.99,3.91
Fund12,Cardano Developer Community Indonesia Workshop 2024-2025,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-developer-community-indonesia-workshop-2024-2025,4.04,192,25257432,44322169,0,25257432,ADA,NO,68200,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118669,https://app.ideascaleapp.eu/t/UCNZg3Y,199,113,61,56.78%,53.98%,4.15,4,3.96
Fund12,Cardano Developer Grants Initiative: Empowering Innovation and Growth,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-developer-grants-initiative-empowering-innovation-and-growth,3.74,240,35024447,42481351,0,35024447,ADA,NO,100000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,121749,https://app.ideascaleapp.eu/t/UCNZhs3,112,77,77,68.75%,100.00%,3.87,3.66,3.68
Fund12,Cardano Developer Toolkit,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-developer-toolkit,4.03,321,56727440,46428728,0,56727440,ADA,YES,170000,NOT FUNDED,743,Over Budget,Cardano Open Developers,123288,https://app.ideascaleapp.eu/t/UCNZiIH,124,72,70,58.06%,97.22%,4.35,3.71,4.03
Fund12,Cardano DevTrack: A Cardano Development and Tooling Platform,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-devtrack-a-cardano-development-and-tooling-platform,4.18,297,56844323,16186203,0,56844323,ADA,YES,117000,NOT FUNDED,743,Over Budget,Cardano Open Developers,119005,https://app.ideascaleapp.eu/t/UCNZg84,139,75,69,53.96%,92.00%,4.36,4.12,4.05
Fund12,Cardano dictionary in 30 seconds,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-dictionary-in-30-seconds,3.87,224,14438851,46907841,0,14438851,ADA,NO,40111,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121432,https://app.ideascaleapp.eu/t/UCNZhnr,115,83,80,72.17%,96.39%,3.9,4.07,3.63
Fund12,Cardano Digital Education Library without Internet,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-digital-education-library-without-internet,4.00,179,14449313,47687774,0,14449313,ADA,NO,90193,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121809,https://app.ideascaleapp.eu/t/UCNZht2,121,79,78,65.29%,98.73%,4.32,3.84,3.85
Fund12,Cardano Documentary: We are changing the world,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-documentary-we-are-changing-the-world,4.22,361,48226908,43884995,0,48226908,ADA,YES,100000,NOT FUNDED,37098,Over Budget,Cardano Open Ecosystem,118710,https://app.ideascaleapp.eu/t/UCNZg4E,145,91,67,62.76%,73.63%,4.37,4.25,4.05
Fund12,Cardano eCommerce Application,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-ecommerce-application,3.72,327,53604506,33762185,0,53604506,ADA,YES,30000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122200,https://app.ideascaleapp.eu/t/UCNZh0R,100,65,65,65.00%,100.00%,3.92,3.54,3.69
Fund12,Cardano Ecosystem Agents - Framework & Roadmap,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ecosystem-agents-framework-and-roadmap,3.00,184,9828154,43584860,0,9828154,ADA,NO,30000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123090,https://app.ideascaleapp.eu/t/UCNZiE2,111,67,65,60.36%,97.01%,3.32,3.12,2.56
Fund12,Cardano Ecosystem Metaverse Experience on Roblox,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ecosystem-metaverse-experience-on-roblox,3.82,188,19188084,53391861,0,19188084,ADA,NO,91229,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121863,https://app.ideascaleapp.eu/t/UCNZhuv,114,75,75,65.79%,100.00%,4.01,3.73,3.72
Fund12,Cardano Education Platform Expansion,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-education-platform-expansion,3.66,298,146317450,50442130,0,146317450,ADA,YES,85260,FUNDED,4833140,,Cardano Open Ecosystem,123582,https://app.ideascaleapp.eu/t/UCNZiM6,114,81,77,71.05%,95.06%,3.98,3.63,3.37
Fund12,Cardano Enterprise Innovation Hub: Empowering Businesses for Tomorrow,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-enterprise-innovation-hub-empowering-businesses-for-tomorrow,3.92,248,14840297,36698029,0,14840297,ADA,NO,52000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,121721,https://app.ideascaleapp.eu/t/UCNZhsb,116,78,78,67.24%,100.00%,4.06,3.96,3.74
Fund12,Cardano Enterprise Solutions (CES),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/cardano-enterprise-solutions-ces,4.12,187,41743038,41514499,0,41743038,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122640,https://app.ideascaleapp.eu/t/UCNZh7f,107,62,62,57.94%,100.00%,4.15,4.18,4.02
Fund12,Cardano Ethiopia Hub - Hub for Onboarding and Education,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ethiopia-hub-hub-for-onboarding-and-education,3.81,180,17510460,44042139,0,17510460,ADA,NO,80000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121230,https://app.ideascaleapp.eu/t/UCNZhkX,111,64,64,57.66%,100.00%,4.22,3.61,3.61
Fund12,Cardano Evangelization: Introduction of Blockchain & Cardano for Students in the Indonesian City of Education,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-evangelization-introduction-of-blockchain-and-cardano-for-students-in-the-indonesian-city-of-education,3.90,161,13542648,47025112,0,13542648,ADA,NO,61000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123350,https://app.ideascaleapp.eu/t/UCNZiJI,112,68,64,60.71%,94.12%,4.18,3.85,3.68
Fund12,Cardano Event Platform: Empowering Event Management and Ticketing with ADA Integration,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/cardano-event-platform-empowering-event-management-and-ticketing-with-ada-integration,3.71,148,10503357,41561168,0,10503357,ADA,NO,83650,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121618,https://app.ideascaleapp.eu/t/UCNZhqu,105,80,80,76.19%,100.00%,4.03,3.55,3.55
Fund12,Cardano Explorer Upgrade: Advanced Analytics & Visualization,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-explorer-upgrade-advanced-analytics-and-visualization,3.96,284,78761338,31616134,0,78761338,ADA,YES,126000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122273,https://app.ideascaleapp.eu/t/UCNZh1e,113,71,71,62.83%,100.00%,4.14,3.89,3.86
Fund12,Cardano for DeSci: Fostering Innovation and Collaboration in LATAM,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-for-desci-fostering-innovation-and-collaboration-in-latam,4.03,177,32538660,46689015,0,32538660,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122594,https://app.ideascaleapp.eu/t/UCNZh6u,108,69,69,63.89%,100.00%,4.13,4.14,3.83
Fund12,Cardano for Females and Disabled Individuals - Educating and On-boarding females and Disabled people on Financial Literacy and Cardano Blockchain Technology,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-for-females-and-disabled-individuals-educating-and-on-boarding-females-and-disabled-people-on-financial-literacy-and-cardano-blockchain-technology,3.77,172,17482232,44983903,0,17482232,ADA,NO,34400,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122454,https://app.ideascaleapp.eu/t/UCNZh4c,114,68,68,59.65%,100.00%,4.07,3.63,3.62
Fund12,Cardano for Leos,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-for-leos-b9032,3.65,162,15331499,51279196,0,15331499,ADA,NO,29650,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122792,https://app.ideascaleapp.eu/t/UCNZh99,120,77,74,64.17%,96.10%,3.83,3.73,3.39
Fund12,Cardano for STEM Brazilian Students,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-for-stem-brazilian-students-792b1,4.05,200,21728326,54624708,0,21728326,ADA,NO,58700,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121636,https://app.ideascaleapp.eu/t/UCNZhrC,114,73,72,64.04%,98.63%,4.44,4.19,3.53
Fund12,Cardano Forest [blocktree.asia] - Foster Trust in Reforestation Impact Report - Apply iOTs in Collecting Forest Data,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/cardano-forest-blocktreeasia-foster-trust-in-reforestation-impact-report-apply-iots-in-collecting-forest-data,4.11,200,46546538,48695634,0,46546538,ADA,YES,35000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,121211,https://app.ideascaleapp.eu/t/UCNZhkE,108,78,76,72.22%,97.44%,4.31,4.03,3.98
Fund12,Cardano Forest [blocktree.asia] - Foster Trust in Reforestation Impact Report - Enhance Security & Accuracy of Data Collecting Tool,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-forest-blocktreeasia-foster-trust-in-reforestation-impact-report-enhance-security-and-accuracy-of-data-collecting-tool,4.21,192,37388659,43341728,0,37388659,ADA,NO,30000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121218,https://app.ideascaleapp.eu/t/UCNZhkL,108,75,73,69.44%,97.33%,4.28,4.31,4.03
Fund12,Cardano Game Development SDK for Godot,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-game-development-sdk-for-godot,3.91,371,56675749,21216782,0,56675749,ADA,YES,84000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122621,https://app.ideascaleapp.eu/t/UCNZh7L,120,79,78,65.83%,98.73%,4.1,3.89,3.74
Fund12,Cardano Game Development SDK for Unity,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/cardano-game-development-sdk-for-unity,4.04,366,90752230,16955410,0,90752230,ADA,YES,84000,FUNDED,1895543,,Cardano Open Developers,118782,https://app.ideascaleapp.eu/t/UCNZg5P,210,124,70,59.05%,56.45%,4.3,4.01,3.81
Fund12,Cardano Ghana Campus Tour: Catalyzing Education and Adoption.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ghana-campus-tour-catalyzing-education-and-adoption,4.24,203,14063781,45343774,0,14063781,ADA,NO,80000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122208,https://app.ideascaleapp.eu/t/UCNZh0a,111,75,75,67.57%,100.00%,4.39,4.29,4.04
Fund12,Cardano Ghana CIP-1694 Governance Working Group,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ghana-cip-1694-governance-working-group,3.74,246,52801789,44862127,0,52801789,ADA,YES,45000,FUNDED,433473,,Cardano Open Ecosystem,121039,https://app.ideascaleapp.eu/t/UCNZhhP,107,66,65,61.68%,98.48%,3.77,4.27,3.18
Fund12,Cardano Ghana Community Expansion,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ghana-community-expansion,4.01,199,21010544,45535614,0,21010544,ADA,NO,30000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123663,https://app.ideascaleapp.eu/t/UCNZiOQ,169,113,82,66.86%,72.57%,4.16,3.99,3.89
Fund12,Cardano Ghana Developer & Tech Hubs Onboarding.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/cardano-ghana-developer-and-tech-hubs-onboarding,4.16,206,24220888,42495001,0,24220888,ADA,NO,50000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121278,https://app.ideascaleapp.eu/t/UCNZhlK,92,65,64,70.65%,98.46%,4.4,4.11,3.98
